stimulus,correct_answer,cat_training_trials.thisRepN,cat_training_trials.thisTrialN,cat_training_trials.thisN,cat_training_trials.thisIndex,thisRow.t,notes,instructions_cat_2.started,instructions_cat_2.stopped,cat_training_key.keys,cat_training_key.corr,cat_training_key.rt,cat_training_key.duration,participant,Alter,Geschlecht,Haendigkeit,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,1,,,,2024-06-22_14h05.57.735,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-22 14h06.05.824975 +0200,
,,,,,,,,,,,,,,1,,,,2024-06-22_14h05.57.735,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-22 14h06.05.824975 +0200,
,,,,,,,,,,,,,,1,,,,2024-06-22_14h05.57.735,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-22 14h06.05.824975 +0200,
,,,,,,,,,,,,,,1,,,,2024-06-22_14h05.57.735,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-22 14h06.05.824975 +0200,
,,,,,,,,,,,,,,1,,,,2024-06-22_14h05.57.735,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-22 14h06.05.824975 +0200,
,,,,,,,,9.319322249968536,10.79484779201448,,,,,1,,,,2024-06-22_14h05.57.735,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-22 14h06.05.824975 +0200,
,,,,,,,,,,,,,,1,,,,2024-06-22_14h05.57.735,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-22 14h06.05.824975 +0200,
stimuli/train_4.jpg,j,0,0,0,3,13.307010999997146,,,,j,1,18.629525500000454,None,1,,,,2024-06-22_14h05.57.735,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-22 14h06.05.824975 +0200,
stimuli/train_15.jpg,f,0,1,1,14,19.666709374985658,,,,j,0,21.14620166696841,None,1,,,,2024-06-22_14h05.57.735,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-22 14h06.05.824975 +0200,
stimuli/train_x4.jpg,f,0,2,2,19,22.160147792019416,,,,j,0,23.833360874967184,None,1,,,,2024-06-22_14h05.57.735,SceneCat_2023_2_key_resp,2024.1.1,None,2024-06-22 14h06.05.824975 +0200,
,,,,,,24.83375699998578,,,,,,,,,,,,,,,,,
